source,league.year,league.name,ident,person.ref,person.name.last,person.name.given,S_STINT,entry.name,span,pos
minoraverages/1959TSN,1958,South Atlantic League,adair,M90018,Adair,Marion (Bill),,Augusta,,
minoraverages/emilbb,1958,South Atlantic League,adair,M90675,Adair,Bill,,Augusta,,
minoraverages/1959TSN,1958,South Atlantic League,alusik,B00037,Alusik,George,0,Augusta,,B104
minoraverages/1959TSN,1958,South Atlantic League,alusik,F21125,Alusik,,0,Augusta,,of104
minoraverages/1959TSN,1958,South Atlantic League,alvarez.a,B00013,Alvarez,Alberto,0,Savannah,,B17
minoraverages/1959TSN,1958,South Atlantic League,alvarez.u,B00021,Alvarez,Ultus,0,Savannah,,B74
minoraverages/1959TSN,1958,South Atlantic League,alvarez.a,F20657,Alvarez,A.,0,Savannah,,c15
minoraverages/1959TSN,1958,South Atlantic League,alvarez.u,F21101,Alvarez,U.,0,Savannah,,of74
minoraverages/1959TSN,1958,South Atlantic League,andrade,B00045,Andrade,Candido,0,Savannah,,B56
minoraverages/1959TSN,1958,South Atlantic League,andrade,F21403,Andrade,,0,Savannah,,p32
minoraverages/1959TSN,1958,South Atlantic League,andrade,P10019,Andrade,,0,Savannah,,P32p
minoraverages/1959TSN,1958,South Atlantic League,aylward,B00059,Aylward,Paul,1,Macon,,B7
minoraverages/1959TSN,1958,South Atlantic League,aylward,B00059,Aylward,Paul,2,Charlotte,,B24
minoraverages/1959TSN,1958,South Atlantic League,aylward,B00059,Aylward,Paul,T,,,B31
minoraverages/1959TSN,1958,South Atlantic League,aylward,F21427,Aylward,,1,Macon,,p
minoraverages/1959TSN,1958,South Atlantic League,aylward,F21427,Aylward,,2,Charlotte,,p
minoraverages/1959TSN,1958,South Atlantic League,aylward,F21427,Aylward,,T,,,p30
minoraverages/1959TSN,1958,South Atlantic League,aylward,P10024,Aylward,,1,Macon,,p
minoraverages/1959TSN,1958,South Atlantic League,aylward,P10024,Aylward,,2,Charlotte,,p
minoraverages/1959TSN,1958,South Atlantic League,aylward,P10024,Aylward,,T,,,P30p
minoraverages/1959TSN,1958,South Atlantic League,azcue,B00068,Azcue,Joaquin,0,Savannah,,B11
minoraverages/1959TSN,1958,South Atlantic League,babkoff,B01960,Babkoff,Ronald,0,Knoxville,,B6
minoraverages/1959TSN,1958,South Atlantic League,babkoff,P10818,Babkoff,,0,Knoxville,,P6p
minoraverages/1959TSN,1958,South Atlantic League,baldschun,B02168,Baldschun,Jack,0,Savannah,,B2
minoraverages/1959TSN,1958,South Atlantic League,baldschun,P10982,Baldschun,,0,Savannah,,P2p
minoraverages/1959TSN,1958,South Atlantic League,barbarito,B00076,Barbarito,Edward,1,Jacksonville,,B58
minoraverages/1959TSN,1958,South Atlantic League,barbarito,B00076,Barbarito,Edward,2,Charlotte,,B75
minoraverages/1959TSN,1958,South Atlantic League,barbarito,B00076,Barbarito,Edward,T,,,B133
minoraverages/1959TSN,1958,South Atlantic League,barbarito,F20265,Barbarito,,1,Jacksonville,,3b
minoraverages/1959TSN,1958,South Atlantic League,barbarito,F20265,Barbarito,,2,Charlotte,,3b
minoraverages/1959TSN,1958,South Atlantic League,barbarito,F20265,Barbarito,,T,,,3b127
minoraverages/1959TSN,1958,South Atlantic League,barron,B00084,Barron,Robert,0,Knoxville,,B47
minoraverages/1959TSN,1958,South Atlantic League,barron,F20417,Barron,,0,Knoxville,,3b37
minoraverages/1959TSN,1958,South Atlantic League,barth,B01971,Barth,Albert,0,Knoxville,,B8
minoraverages/1959TSN,1958,South Atlantic League,barth,P10826,Barth,,0,Knoxville,,P5p
minoraverages/1959TSN,1958,South Atlantic League,bean,B00092,Bean,Roger,0,Macon,,B39
minoraverages/1959TSN,1958,South Atlantic League,bean,F20713,Bean,,0,Macon,,c26
minoraverages/1959TSN,1958,South Atlantic League,beck,B00101,Beck,William,0,Savannah,,B27
minoraverages/1959TSN,1958,South Atlantic League,beck,F21553,Beck,,0,Savannah,,p26
minoraverages/1959TSN,1958,South Atlantic League,beck,P10035,Beck,,0,Savannah,,P26p
minoraverages/1959TSN,1958,South Atlantic League,bedell,B00117,Bedell,Howard,0,Jacksonville,,B100
minoraverages/1959TSN,1958,South Atlantic League,bedell,F20893,Bedell,,0,Jacksonville,,of99
minoraverages/1959TSN,1958,South Atlantic League,belinsky,B01983,Belinsky,Robert,0,Knoxville,,B7
minoraverages/1959TSN,1958,South Atlantic League,belinsky,P10839,Belinsky,,0,Knoxville,,P7p
minoraverages/1959TSN,1958,South Atlantic League,bennett,B00125,Bennett,Ronald,0,Jacksonville,,B18
minoraverages/1959TSN,1958,South Atlantic League,bennett,F20943,Bennett,,0,Jacksonville,,of15
minoraverages/1959TSN,1958,South Atlantic League,benza,B00130,Benza,Alfred,0,Augusta,,B29
minoraverages/1959TSN,1958,South Atlantic League,benza,F20287,Benza,,0,Augusta,,3b28
minoraverages/1959TSN,1958,South Atlantic League,blackburn,M90039,Blackburn,Wayne,,Augusta,19580612/,
minoraverages/emilbb,1958,South Atlantic League,blackburn,M90691,Blackburn,Wayne,,Augusta,,
minoraverages/1959TSN,1958,South Atlantic League,boros,B00149,Boros,Stephen,0,Augusta,,B77
minoraverages/1959TSN,1958,South Atlantic League,boros,F20401,Boros,,0,Augusta,,3b72
minoraverages/1959TSN,1958,South Atlantic League,botz,B01885,Botz,Robert,0,Jacksonville,,B1
minoraverages/1959TSN,1958,South Atlantic League,botz,P10751,Botz,,0,Jacksonville,,P1p
minoraverages/1959TSN,1958,South Atlantic League,bowen,B00158,Bowen,Jack,0,Augusta,,B24
minoraverages/1959TSN,1958,South Atlantic League,bowen,F20583,Bowen,,0,Augusta,,c24
minoraverages/1959TSN,1958,South Atlantic League,brady,B00163,Brady,Jim,0,Augusta,,B14
minoraverages/1959TSN,1958,South Atlantic League,brady,F21356,Brady,,0,Augusta,,p11
minoraverages/1959TSN,1958,South Atlantic League,brady,P10043,Brady,,0,Augusta,,P11p
minoraverages/1959TSN,1958,South Atlantic League,bramlish,B00174,Bramlish,Thomas,0,Savannah,,B34
minoraverages/1959TSN,1958,South Atlantic League,bramlish,F21293,Bramlish,,0,Savannah,,p24
minoraverages/1959TSN,1958,South Atlantic League,bramlish,P10056,Bramlish,,0,Savannah,,P24p
minoraverages/1959TSN,1958,South Atlantic League,briner,B00182,Briner,Daniel,0,Augusta,,B60
minoraverages/1959TSN,1958,South Atlantic League,briner,F20832,Briner,,0,Augusta,,of60
minoraverages/1959TSN,1958,South Atlantic League,brown-cha,B01787,Brown,Bobby L.,0,Charlotte,,B6
minoraverages/1959TSN,1958,South Atlantic League,brown-knx,B01994,Brown,John,0,Knoxville,,B4
minoraverages/1959TSN,1958,South Atlantic League,brown-cha,P10679,Brown,,0,Charlotte,,P6p
minoraverages/1959TSN,1958,South Atlantic League,brown-knx,P10847,Brown,,0,Knoxville,,P4p
minoraverages/1959TSN,1958,South Atlantic League,bruns,B00196,Bruns,Donald,0,Knoxville,,B14
minoraverages/1959TSN,1958,South Atlantic League,bruns,F21739,Bruns,,0,Knoxville,,p12
minoraverages/1959TSN,1958,South Atlantic League,bruns,P10062,Bruns,,0,Knoxville,,P12p
minoraverages/1959TSN,1958,South Atlantic League,brzenk,B01658,Brzenk,Theodore,0,Augusta,,B4
minoraverages/1959TSN,1958,South Atlantic League,buheller,B00207,Buheller,Clarence,0,Jacksonville,,B124
minoraverages/1959TSN,1958,South Atlantic League,buheller,F20721,Buheller,,0,Jacksonville,,c28
minoraverages/1959TSN,1958,South Atlantic League,buheller,F21037,Buheller,,0,Jacksonville,,of89
minoraverages/1959TSN,1958,South Atlantic League,buheller,M90052,Buheller,Clarence,,Jacksonville,19580812/,
minoraverages/emilbb,1958,South Atlantic League,buheller,M90715,Buheller,Chuck,,Jacksonville,,
minoraverages/1959TSN,1958,South Atlantic League,burbage,B02176,Burbage,L. LeRoy,0,Savannah,,B3
minoraverages/1959TSN,1958,South Atlantic League,burke,B00210,Burke,Leo,0,Knoxville,,B140
minoraverages/1959TSN,1958,South Atlantic League,burke,F20334,Burke,,0,Knoxville,,3b42
minoraverages/1959TSN,1958,South Atlantic League,burke,F21117,Burke,,0,Knoxville,,of94
minoraverages/1959TSN,1958,South Atlantic League,bush,B00229,Bush,Robert,0,Savannah,,B126
minoraverages/1959TSN,1958,South Atlantic League,bush,F20038,Bush,,0,Savannah,,1b45
minoraverages/1959TSN,1958,South Atlantic League,bush,F20699,Bush,,0,Savannah,,c60
minoraverages/1959TSN,1958,South Atlantic League,bush,F21210,Bush,,0,Savannah,,of14
minoraverages/1959TSN,1958,South Atlantic League,caesar,B02100,Caesar,Albert,0,Macon,,B5
minoraverages/1959TSN,1958,South Atlantic League,caffery,B01899,Caffery,John,0,Jacksonville,,B2
minoraverages/1959TSN,1958,South Atlantic League,caffery,P10767,Caffery,,0,Jacksonville,,P2p
minoraverages/1959TSN,1958,South Atlantic League,calloway,F20636,Callaway,,0,Jacksonville,,c46
minoraverages/1959TSN,1958,South Atlantic League,calloway,B00232,Calloway,James,0,Jacksonville,,B51
minoraverages/1959TSN,1958,South Atlantic League,cameron,B01798,Cameron,D. Donald,0,Charlotte,,B4
minoraverages/1959TSN,1958,South Atlantic League,cameron,P10687,Cameron,,0,Charlotte,,P2p
minoraverages/1959TSN,1958,South Atlantic League,campbell,B02113,Campbell,Joseph,0,Macon,,B3
minoraverages/1959TSN,1958,South Atlantic League,campbell,P10917,Campbell,,0,Macon,,P3p
